#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
1575	M-H	n/a	1	NCGC00384833-01!1,3,6,7-tetrahydroxy-2-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]xanthen-9-one	isolated	lfnothias	422.085	InChI=1S/C19H18O11/c20-4-11-15(25)17(27)18(28)19(30-11)12-8(23)3-10-13(16(12)26)14(24)5-1-6(21)7(22)2-9(5)29-10/h1-3,11,15,17-23,25-28H,4H2/t11-,15-,17+,18-,19+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	421.078	lib-00017.mgf	Gold	1	0.676973	6.88511	0.00289917	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	421.078	n/a	0	6	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C2=C(O)C3=C(OC4=C(C=C(O)C(O)=C4)C3=O)C=C2O	1	421.075	spectra/specs_ms.pklbin	CCMSLIB00000847055	12541.5	UPDATE-SINGLE-ANNOTATED-GOLD	 
1576	M-H	N/A	-1	jasminoid_C	Other	GCYounkin	362.194	N/A	N/A	qTof	Negative	LC-ESI	361.187	lib-00025.mgf	Bronze	3	0.503903	1.94333	0.000701904	null	TAKursar	361.187	N/A	0	6	[C@@]12([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])[C@]([H])(OC([H])([H])[H])OC([H])([H])[C@]2([H])C([H])([H])O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H]	1	361.186	spectra/specs_ms.pklbin	CCMSLIB00001498004	47169.6	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1581	M-H	N/A	-1	name_unknown	Other	GCYounkin	898.159	N/A	N/A	qTof	Negative	LC-ESI	897.152	lib-00026.mgf	Bronze	3	0.311123	1.56474	0.00140381	PRIVATE-USER	TAKursar	897.152	N/A	0	8	c1(c(O[H])c([H])c(O[H])c(C([H])([H])C([H])(OC(=O)c2c([H])c(O[H])c(c(O[H])c2[H])O[H])C([H])(c3c([H])c(O[H])c(c(O[H])c3[H])O[H])O4)c14)C5([H])c6c(c([H])c(O[H])c([H])c6O[H])OC([H])(c7c([H])c([H])c(O[H])c(O[H])c7[H])C5([H])OC(=O)c8c([H])c([H])c(O[H])c(O[H])c8O[H]	1	897.151	spectra/specs_ms.pklbin	CCMSLIB00002032551	827444	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1585	M-H	N/A	-1	Procyanidin_B7-3-O-gallate	Other	GCYounkin	730.153	N/A	N/A	qTof	Negative	LC-ESI	729.146	lib-00026.mgf	Bronze	3	0.456834	1.42303	0.0010376	PRIVATE-USER	TAKursar	729.146	N/A	0	10	c1([H])c(C(OC([H])(C([H])(c2c([H])c([H])c(O[H])c(O[H])c2[H])Oc(c3c(O[H])c4[H])c([H])c4O[H])C3([H])c5c(c(C([H])([H])C([H])(C([H])(O6)c7c([H])c([H])c(O[H])c(O[H])c7[H])O[H])c6c([H])c5O[H])O[H])=O)c([H])c(O[H])c(O[H])c1O[H]	1	729.145	spectra/specs_ms.pklbin	CCMSLIB00001938082	1.01596e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1586	M-H	480-19-3	1	3'-O-Methylquercetin	Commercial	Norberto Lopes	316.058	InChI=1S/C16H12O7/c1-22-11-4-7(2-3-9(11)18)16-15(21)14(20)13-10(19)5-8(17)6-12(13)23-16/h2-6,17-19,21H,1H3	N/A	qTof	Negative	DI-ESI	315.051	lib-00010.mgf	Bronze	3	0.427915	5.42447	0.00170898	GNPS-LIBRARY	Norberto Lopes	315.051	N/A	0	7	O=C1C2=C(O)C=C(O)C=C2OC(C3=CC(OC)=C(O)C=C3)=C1O	1	315.049	spectra/specs_ms.pklbin	CCMSLIB00000081595	6558.51	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1589	[M+H]	30113-37-2	1	ReSpect:PT208370 malvidin-3-galactoside chloride|Malv-3-Gal|Primulin|malvidin-3-o-beta-d-galactopyranoside|(2S,3R,4S,5R,6R)-2-[5,7-dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)chromenylium-3-yl]oxy-6-(hydroxymethyl)oxan	Isolated	ReSpect	0.0	1/C23H24O12/c1-31-14-3-9(4-15(32-2)18(14)27)22-16(7-11-12(26)5-10(25)6-13(11)33-22)34-23-21(30)20(29)19(28)17(8-24)35-23/h3-7,17,19-21,23-24,28-30H,8H2,1-2H3,(H2-,25,26,27)/p+1/t17-,19+,20+,21-,23-/m1/s1/fC23H25O12/h25-27H/q+1	N/A	LC-Q-TOF/MS	Positive	ESI	491.119	lib-00007.mgf	Bronze	3	0.806898	1.61561	0.000793457	RESPECT	Putative ReSpect Match	491.119	N/A	0	6	COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)CO)O)O)O	1	491.118	spectra/specs_ms.pklbin	CCMSLIB00000222354	300957	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1594	M-H	n/a	1	NCGC00179867-02![(2R,3R,4S,5R,6S)-3,5-dihydroxy-4,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	636.096	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)34)24(39)42-7-17-21(37)23(44-25(40)9-3-13(30)19(35)14(31)4-9)22(38)27(43-17)45-26(41)10-5-15(32)20(36)16(33)6-10/h1-6,17,21-23,27-38H,7H2/t17-,21-,22-,23+,27+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	635.089	lib-00017.mgf	Gold	1	0.4664	2.30652	0.00146484	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	635.089	n/a	0	9	O[C@@H]1[C@@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@H]1OC(=O)C4=CC(O)=C(O)C(O)=C4	1	635.088	spectra/specs_ms.pklbin	CCMSLIB00000845184	1.18269e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
1595	M-H	N/A	-1	"1,4-di-O-galloyl_proto-quercitol"	Other	GCYounkin	468.09	N/A	N/A	qTof	Negative	LC-ESI	467.083	lib-00026.mgf	Bronze	3	0.479798	4.05086	0.00189209	PRIVATE-USER	TAKursar	467.083	N/A	0	6	C1([H])(OC(=O)c2c([H])c(O[H])c(O[H])c(O[H])c2[H])C([H])(O[H])C([H])([H])C([H])(OC(=O)c3c([H])c(O[H])c(O[H])c(O[H])c3[H])C([H])(O[H])C1([H])O[H]	1	467.081	spectra/specs_ms.pklbin	CCMSLIB00001729533	228311	UPDATE-SINGLE-ANNOTATED-BRONZE	 
160	M-H	N/A	-1	Catechin_Gallate_Gallate_Hexose	Other	GCYounkin	756.154	N/A	N/A	qTof	Negative	LC-ESI	755.146	lib-00027.mgf	Bronze	3	0.360345	0.484953	0.000366211	PRIVATE-USER	TAKursar	755.146	N/A	0	9	c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC1OC(C(C(C1O)O)O)CO	1	755.146	spectra/specs_ms.pklbin	CCMSLIB00001055642	2.22787e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1603	M-H	N/A	-1	Di_Gallocatechin_Type_B	Other	GCYounkin	610.132	N/A	N/A	qTof	Negative	LC-ESI	609.125	lib-00027.mgf	Bronze	3	0.457615	2.00403	0.0012207	PRIVATE-USER	TAKursar	609.125	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	609.124	spectra/specs_ms.pklbin	CCMSLIB00001056858	521479	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1604	M-H	 	-1	5,7-dihydroxy-2-(4-hydroxyphenyl)-3,6-dimethoxy-4H-chromen-4-one	Isolated	Lucas Marques	330.074	O=C1C2=C(O)C(OC)=C(O)C=C2OC(C3=CC=C(O)C=C3)=C1OCInChI=1S/C17H14O7/c1-22-16-10(19)7-11-12(13(16)20)14(21)17(23-2)15(24-11)8-3-5-9(18)6-4-8/h3-7,18-20H,1-2H3	 	qTof	Negative	DI-ESI	329.066	lib-00010.mgf	Bronze	3	0.820838	1.57658	0.000518799	GNPS-LIBRARY	Norberto Lopes	329.066	 	0	6	O=C1C2=C(O)C(OC)=C(O)C=C2OC(C3=CC=C(O)C=C3)=C1OC	1	329.065	spectra/specs_ms.pklbin	CCMSLIB00000424748	31080.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1608	[M+H]	7084-24-4	1	ReSpect:PT208360 cyanidin-3-glucoside chloride|Cynd-3-Glc|Kuromanin|Asterin|Chrysanthemin|Chrysontemin|Glucocyanidin|Cyanidin 3-beta-glucopyranoside|3,3',4',5,7-Pentahydroxyflavylium chloride, 3-glucoside|(2S,3R,4S,5S	Isolated	ReSpect	0.0	1/C21H20O11/c22-7-16-17(27)18(28)19(29)21(32-16)31-15-6-10-12(25)4-9(23)5-14(10)30-20(15)8-1-2-11(24)13(26)3-8/h1-6,16-19,21-22,27-29H,7H2,(H3-,23,24,25,26)/p+1/t16-,17-,18+,19-,21-/m1/s1/fC21H21O11/h23-26H/q+1	N/A	LC-Q-TOF/MS	Positive	ESI	447.093	lib-00007.mgf	Bronze	3	0.882582	2.45728	0.00109863	RESPECT	Putative ReSpect Match	447.093	N/A	0	6	C1=CC(=C(C=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O	1	447.092	spectra/specs_ms.pklbin	CCMSLIB00000222352	317469	UPDATE-SINGLE-ANNOTATED-BRONZE	 
162	M-H	n/a	1	NCGC00384787-01!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one	isolated	lfnothias	450.116	InChI=1S/C21H22O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-3,5,12,14,17,19-24,26-30H,4,6H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	449.109	lib-00017.mgf	Gold	1	0.696996	3.53347	0.00158691	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	449.109	n/a	0	7	OCC1OC(C(O)C(O)C1O)C2=C(O)C=C3OC(CC(=O)C3=C2O)C4=CC(O)=C(O)C=C4	1	449.107	spectra/specs_ms.pklbin	CCMSLIB00000846267	867634	UPDATE-SINGLE-ANNOTATED-GOLD	 
1623	M-H	N/A	-1	"(+)-isolariciresinol_6a-O-beta-D-glucoside|(+)-isolariciresinol_9'-O-beta-D-glucopyranoside|(+)-isolariciresinol-3alpha-O-beta-D-glucopyranoside|(+)-isolarisirresinol_2a-O-beta-D-glucopyranoside|(-)-isolariciresinol-3a-O-beta-D-glucopyranoside|6-glucosyloxymethyl-8-(4-hydroxy-3-methoxyphenyl)-7-hydroxymethyl-3-methoxy-5,6,7,8-tetrahydro-naphthalen-2-ol|6R,7S,8S-6-glucosyloxymethyl-8-(4-hydroxy-3-methoxyphenyl)-7-hydroxymethyl-3-methoxy-5,6,7,8-tetrahydro-naphthalen-2-ol|isolariciresinol_6a-O-beta-D-glucoside|isolariciresinol-3alpha-O-beta-glucopyranoside"	Other	GCYounkin	522.21	N/A	N/A	qTof	Negative	LC-ESI	521.203	lib-00026.mgf	Bronze	3	0.271256	3.63024	0.00189209	PRIVATE-USER	TAKursar	521.203	N/A	0	7	C1([H])(c2c([H])c([H])c(O[H])c(OC([H])([H])[H])c2[H])C([H])(C([H])([H])O[H])C([H])(C([H])([H])OC3([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C3([H])O[H])C([H])([H])c(c([H])c(OC([H])([H])[H])c(O[H])c4[H])c14	1	521.201	spectra/specs_ms.pklbin	CCMSLIB00002013921	26327.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 
163	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate	Other	GCYounkin	762.143	N/A	N/A	qTof	Negative	LC-ESI	761.136	lib-00027.mgf	Bronze	3	0.408583	2.56607	0.00195312	PRIVATE-USER	TAKursar	761.136	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	761.134	spectra/specs_ms.pklbin	CCMSLIB00001056873	687540	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1634	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate_Gallate	Other	GCYounkin	914.154	N/A	N/A	qTof	Negative	LC-ESI	913.147	lib-00027.mgf	Bronze	3	0.347192	3.20834	0.00292969	PRIVATE-USER	TAKursar	913.147	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	913.144	spectra/specs_ms.pklbin	CCMSLIB00001056933	361068	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1637	M-H	N/A	-1	proacaciaside-I	Other	GCYounkin	794.445	N/A	N/A	qTof	Negative	LC-ESI	793.438	lib-00025.mgf	Bronze	3	0.359138	1.61542	0.00128174	null	TAKursar	793.438	N/A	0	7	C12(C([H])([H])[H])C([H])(C([H])([H])C([H])=C(C3([H])C4(C([H])([H])C([H])(OC4=O)C(C([H])([H])[H])(C([H])([H])[H])C3([H])[H])C([H])(O[H])C5([H])[H])C15C([H])([H])[H])C6(C([H])([H])[H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])(OC7([H])OC([H])(C([H])([H])OC8([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C8([H])O[H])C([H])(O[H])C([H])(O[H])C7([H])O[H])C([H])([H])C6([H])[H])C([H])([H])C2([H])[H]	1	793.437	spectra/specs_ms.pklbin	CCMSLIB00001208843	11160.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 
164	M-H	N/A	-1	Di_Catechin_Type_B_Gallate	Other	GCYounkin	730.153	N/A	N/A	qTof	Negative	LC-ESI	729.146	lib-00027.mgf	Bronze	3	0.438844	2.59494	0.00189209	PRIVATE-USER	TAKursar	729.146	N/A	0	9	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O	1	729.144	spectra/specs_ms.pklbin	CCMSLIB00001056705	650478	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1648	M-H	N/A	-1	(+)-dihydromyricetin-3'-O-beta-D-glucopyranoside	Other	GCYounkin	482.106	N/A	N/A	qTof	Negative	LC-ESI	481.099	lib-00026.mgf	Bronze	3	0.369761	3.99628	0.00192261	PRIVATE-USER	TAKursar	481.099	N/A	0	6	c12c(c([H])c(O[H])c([H])c1O[H])OC([H])(c3c([H])c(O[H])c(O[H])c(OC4([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C4([H])O[H])c3[H])C([H])(O[H])C2=O	1	481.097	spectra/specs_ms.pklbin	CCMSLIB00001979435	41227.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1651	M-H	N/A	-1	name_unknown	Other	GCYounkin	866.206	N/A	N/A	qTof	Negative	LC-ESI	865.199	lib-00026.mgf	Bronze	3	0.450063	1.34035	0.00115967	PRIVATE-USER	TAKursar	865.199	N/A	0	7	C1([H])(C([H])(O[H])C([H])(c2c([H])c([H])c(O[H])c(O[H])c2[H])Oc(c([H])c(O[H])c(C3([H])C([H])(O[H])C([H])(c4c([H])c([H])c(O[H])c(O[H])c4[H])Oc(c([H])c(O[H])c([H])c5O[H])c35)c6O[H])c16)c7c(O[H])c([H])c(O[H])c(C([H])([H])C([H])(O[H])C([H])(c8c([H])c([H])c(O[H])c(O[H])c8[H])O9)c79	1	865.197	spectra/specs_ms.pklbin	CCMSLIB00001760482	2.13863e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1653	M+H	520-18-3	-1	Kaempferol	Commercial	Denise	286.048	InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H	 	qTof	Negative	DI-ESI	285.034	lib-00010.mgf	Bronze	3	0.642017	20.0214	0.00570679	GNPS-LIBRARY	Norberto	285.034	 	0	6	O=C1C2=C(C=C(C=C2OC(C3=CC=C(C=C3)O)=C1O)O)O	1	285.04	spectra/specs_ms.pklbin	CCMSLIB00000077232	52223	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1664	M-H	n/a	1	NCGC00385598-01!(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one	isolated	lfnothias	466.111	InChI=1S/C21H22O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-27,29-30H,6H2/t13-,15-,17+,18-,19-,20+,21+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	465.104	lib-00017.mgf	Gold	1	0.78929	21.784	0.0101318	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	465.104	n/a	0	9	OC[C@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]1O	1	465.094	spectra/specs_ms.pklbin	CCMSLIB00000846236	15575.6	UPDATE-SINGLE-ANNOTATED-GOLD	 
1666	[M+H]	26811-41-6	1	ReSpect:PT204260 luteolin-7-O-glucoside|Lutl-7-Glc|Cynaroside|Cinaroside|Glucoluteolin|7-Glucosylluteolin|Luteoloside|Luteolin 7-O-beta-D-glucoside|Luteolin 7-O-glucopyranoside|7-O-beta-D-Glucosyl-5,7,3',4'-tetrahydro	Isolated	ReSpect	0.0	1/C21H20O11/c22-7-16-18(27)19(28)20(29)21(32-16)30-9-4-12(25)17-13(26)6-14(31-15(17)5-9)8-1-2-10(23)11(24)3-8/h1-6,16,18-25,27-29H,7H2/t16-,18-,19+,20-,21-/m1/s1	N/A	LC-Q-TOF/MS	Positive	ESI	447.093	lib-00007.mgf	Bronze	3	0.835266	7.09881	0.00317383	RESPECT	Putative ReSpect Match	447.093	N/A	0	7	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O	1	447.09	spectra/specs_ms.pklbin	CCMSLIB00000222100	1.36464e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
167	M-H	N/A	-1	quinquenoside_IV	Other	GCYounkin	1122.58	N/A	N/A	qTof	Negative	LC-ESI	1121.57	lib-00026.mgf	Bronze	3	0.354	3.15631	0.00354004	PRIVATE-USER	TAKursar	1121.57	N/A	0	6	C12(C([H])([H])[H])C([H])(C([H])([H])C([H])(O[H])C([H])(C([H])(C(C([H])([H])[H])(C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])/C([H])([H])[H])OC3([H])OC([H])(C([H])([H])OC4([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C4([H])O[H])C([H])(O[H])C([H])(O[H])C3([H])O[H])C([H])([H])C5([H])[H])C15C([H])([H])[H])C6(C([H])([H])[H])C(C(C([H])([H])[H])(C([H])([H])[H])C([H])(OC7([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C7([H])OC8([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C8([H])O[H])C([H])([H])C6([H])[H])=C([H])C2([H])O[H]	1	1121.57	spectra/specs_ms.pklbin	CCMSLIB00001816032	181247	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1674	[M-H]-	N/A	1	MoNA:2869278 Floretin	isolated	MoNA	0.0	InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	273.077	lib-00023.mgf	Bronze	3	0.841289	6.59351	0.00180054	MONA	MoNA	273.077	N/A	0	7	N/A	1	273.075	spectra/specs_ms.pklbin	CCMSLIB00000569347	389983	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1675	M-H	N/A	-1	Myricetin_Gallate_Gallate_Deoxyhexose	Other	GCYounkin	768.117	N/A	N/A	qTof	Negative	LC-ESI	767.11	lib-00027.mgf	Bronze	3	0.337267	16.0721	0.0123291	PRIVATE-USER	TAKursar	767.11	N/A	0	7	c12c(c(cc(c1)O)OC1C(C(O)OC(C1O)C)O)c(=O)c(c(o2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O	1	767.098	spectra/specs_ms.pklbin	CCMSLIB00001056199	35521	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1687	M-H	27176870	1	Spectral Match to Dodecylbenzenesulfonic acid from NIST14	Isolated	Data deposited by mjmeehan	0.0	N/A	N/A	QqQ	Negative	ESI	325.173	lib-00024.mgf	Bronze	3	0.724386	29.8444	0.00970459	GNPS-NIST14-MATCHES	Data from Kimberly Prather	325.173	N/A	0	6	N/A	1	325.183	spectra/specs_ms.pklbin	CCMSLIB00003134947	41083	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1688	M-H	n/a	1	NCGC00385598-01!(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one	isolated	lfnothias	466.111	InChI=1S/C21H22O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-27,29-30H,6H2/t13-,15-,17+,18-,19-,20+,21+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	465.104	lib-00017.mgf	Gold	1	0.82122	3.67441	0.00170898	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	465.104	n/a	0	10	OC[C@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]1O	1	465.102	spectra/specs_ms.pklbin	CCMSLIB00000846236	701705	UPDATE-SINGLE-ANNOTATED-GOLD	 
169	M-H	N/A	-1	Catechin_Coumarate_Gallate_Deoxyhexose	Other	GCYounkin	734.185	N/A	N/A	qTof	Negative	LC-ESI	733.177	lib-00027.mgf	Bronze	3	0.321732	0	0	PRIVATE-USER	TAKursar	733.177	N/A	0	6	c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)/C=C/c1ccc(cc1)OC1C(C(C(C(O1)C)O)O)O	1	733.177	spectra/specs_ms.pklbin	CCMSLIB00001055666	6.83642e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1696	M-H	N/A	-1	"1-O-(E)-caffeoyl-4,6-di-O-galloyl-beta-D-glucopyranose|1-O-(E)-Caffeoyl-4,6-di-O-galloyl-?-D-glucopyranose|1-O-[(E)-caffeoyl]-4,6-di-O-galloyl-beta-D-glucopyranose"	Other	GCYounkin	646.117	N/A	N/A	qTof	Negative	LC-ESI	645.11	lib-00026.mgf	Bronze	3	0.609473	3.40603	0.00219727	PRIVATE-USER	TAKursar	645.11	N/A	0	7	C1([H])(OC(=O)c2c([H])c(O[H])c(O[H])c(O[H])c2[H])C([H])(O[H])C([H])(O[H])C([H])(OC(=O)C([H])=C([H])c3c([H])c([H])c(O[H])c(O[H])c3[H])OC1([H])C([H])([H])OC(=O)c4c([H])c(O[H])c(O[H])c(O[H])c4[H]	1	645.108	spectra/specs_ms.pklbin	CCMSLIB00002020917	46186	UPDATE-SINGLE-ANNOTATED-BRONZE	 
170	M-H	N/A	-1	Myricetin	Other	GCYounkin	318.038	N/A	N/A	qTof	Negative	LC-ESI	317.03	lib-00027.mgf	Bronze	3	0.356051	5.00556	0.00158691	PRIVATE-USER	TAKursar	317.03	N/A	0	6	c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)O)O)O	1	317.029	spectra/specs_ms.pklbin	CCMSLIB00001057254	910899	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1707	M-H	n/a	1	NCGC00384654-01![(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]-2-(3,4,5-trihydroxybenzoyl)oxyoxan-3-yl] 3,4,5-trihydroxybenzoate	isolated	lfnothias	630.122	InChI=1S/C29H26O16/c30-15-4-1-12(2-5-15)3-6-21(35)42-11-20-24(38)25(39)26(44-27(40)13-7-16(31)22(36)17(32)8-13)29(43-20)45-28(41)14-9-18(33)23(37)19(34)10-14/h1-10,20,24-26,29-34,36-39H,11H2/b6-3+/t20-,24-,25+,26-,29+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	629.115	lib-00017.mgf	Gold	1	0.547791	2.03737	0.00128174	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	629.115	n/a	0	9	O[C@@H]1[C@@H](COC(=O)\C=C\C2=CC=C(O)C=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@H]1O	1	629.114	spectra/specs_ms.pklbin	CCMSLIB00000846206	4.58586e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
