#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
1350	M-H	N/A	-1	"<4,6:4,6>-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-<(-)-fisetinidol>-(+)-mollisacacidin|[4,6:4,6]-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-((-)-fisetinidol)-(+)-mollisacacidin"	Other	GCYounkin	834.216	N/A	N/A	qTof	Negative	LC-ESI	833.209	lib-00025.mgf	Bronze	3	0.280844	4.17543	0.003479	null	TAKursar	833.209	N/A	0	8	C1([H])(C([H])(O[H])C([H])(c2c([H])c([H])c(O[H])c(O[H])c2[H])Oc(c([H])c(O[H])c(C3([H])C([H])(O[H])C([H])(c4c([H])c([H])c(O[H])c(O[H])c4[H])Oc(c([H])c(O[H])c([H])c5[H])c35)c6[H])c16)c7c(O[H])c([H])c(OC([H])(c8c([H])c([H])c(O[H])c(O[H])c8[H])C([H])(O[H])C9([H])O[H])c9c7[H]	1	833.205	spectra/specs_ms.pklbin	CCMSLIB00001665901	27789.1	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1351	M+Na	38412463	1	Spectral Match to Aloenin from NIST14	Isolated	Data deposited by fevargas	0.0	N/A	N/A	HCD	Positive	ESI	433.112	lib-00024.mgf	Bronze	3	0.643075	3.4526	0.00149536	GNPS-NIST14-MATCHES	Data from Christopher A. Lowry	433.112	N/A	0	6	N/A	1	433.113	spectra/specs_ms.pklbin	CCMSLIB00003138457	197926	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1355	M-H	N/A	-1	"<4,6:4,6>-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-<(-)-fisetinidol>-(+)-mollisacacidin|[4,6:4,6]-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-((-)-fisetinidol)-(+)-mollisacacidin"	Other	GCYounkin	834.216	N/A	N/A	qTof	Negative	LC-ESI	833.209	lib-00025.mgf	Bronze	3	0.310374	3.80916	0.00317383	null	TAKursar	833.209	N/A	0	8	C1([H])(C([H])(O[H])C([H])(c2c([H])c([H])c(O[H])c(O[H])c2[H])Oc(c([H])c(O[H])c(C3([H])C([H])(O[H])C([H])(c4c([H])c([H])c(O[H])c(O[H])c4[H])Oc(c([H])c(O[H])c([H])c5[H])c35)c6[H])c16)c7c(O[H])c([H])c(OC([H])(c8c([H])c([H])c(O[H])c(O[H])c8[H])C([H])(O[H])C9([H])O[H])c9c7[H]	1	833.206	spectra/specs_ms.pklbin	CCMSLIB00001665901	349493	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1358	M-H	N/A	-1	"<4,6:4,6>-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-<(-)-fisetinidol>-(+)-mollisacacidin|[4,6:4,6]-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-((-)-fisetinidol)-(+)-mollisacacidin"	Other	GCYounkin	834.216	N/A	N/A	qTof	Negative	LC-ESI	833.209	lib-00025.mgf	Bronze	3	0.266188	0.805785	0.000671387	null	TAKursar	833.209	N/A	0	8	C1([H])(C([H])(O[H])C([H])(c2c([H])c([H])c(O[H])c(O[H])c2[H])Oc(c([H])c(O[H])c(C3([H])C([H])(O[H])C([H])(c4c([H])c([H])c(O[H])c(O[H])c4[H])Oc(c([H])c(O[H])c([H])c5[H])c35)c6[H])c16)c7c(O[H])c([H])c(OC([H])(c8c([H])c([H])c(O[H])c(O[H])c8[H])C([H])(O[H])C9([H])O[H])c9c7[H]	1	833.208	spectra/specs_ms.pklbin	CCMSLIB00001665901	31614.2	UPDATE-SINGLE-ANNOTATED-BRONZE	 
136	M-H	N/A	-1	arecatannin_B-1|epicatechin-(4beta?8)-epicatechin-(4beta?8)-epicatechin-(4beta?6)-epicatechin	Other	GCYounkin	1154.27	N/A	N/A	qTof	Negative	LC-ESI	1153.26	lib-00025.mgf	Bronze	3	0.452473	0.211696	0.000244141	null	TAKursar	1153.26	N/A	0	8	C1([H])(C([H])(O[H])C([H])(c2c([H])c([H])c(O[H])c(O[H])c2[H])Oc(c(c(O[H])c([H])c3O[H])C4([H])C([H])(O[H])C([H])(c5c([H])c([H])c(O[H])c(O[H])c5[H])Oc(c([H])c(O[H])c([H])c6O[H])c46)c13)c7c(O[H])c([H])c(O[H])c(C([H])(C([H])(O[H])C([H])(c8c([H])c([H])c(O[H])c(O[H])c8[H])O9)c%10c(O[H])c([H])c(OC([H])(c%11c([H])c([H])c(O[H])c(O[H])c%11[H])C([H])(O[H])C%12([H])[H])c%12c%10O[H])c79	1	1153.26	spectra/specs_ms.pklbin	CCMSLIB00001632504	1.45426e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1360	M-H	N/A	-1	"<4,6:4,6>-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-<(-)-fisetinidol>-(+)-mollisacacidin|[4,6:4,6]-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-((-)-fisetinidol)-(+)-mollisacacidin"	Other	GCYounkin	834.216	N/A	N/A	qTof	Negative	LC-ESI	833.209	lib-00025.mgf	Bronze	3	0.314112	4.02892	0.00335693	null	TAKursar	833.209	N/A	0	8	C1([H])(C([H])(O[H])C([H])(c2c([H])c([H])c(O[H])c(O[H])c2[H])Oc(c([H])c(O[H])c(C3([H])C([H])(O[H])C([H])(c4c([H])c([H])c(O[H])c(O[H])c4[H])Oc(c([H])c(O[H])c([H])c5[H])c35)c6[H])c16)c7c(O[H])c([H])c(OC([H])(c8c([H])c([H])c(O[H])c(O[H])c8[H])C([H])(O[H])C9([H])O[H])c9c7[H]	1	833.205	spectra/specs_ms.pklbin	CCMSLIB00001665901	440386	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1369	M-H	N/A	-1	"(10E,15Z)-9,12,13-trihydroxy-10,15-octadecadienoic_acid|(9R,10E,12S,13S,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic_acid|9,12,13-Trihydroxy-10,15-octadecadienoic_acid|9,12,13-Trihydroxy-octadeca-trans-10,cis-15-dieno-saeure|9,12,13-Trihydroxy-trans-10,cis-15-octadecadiensaeure|9,12,13-trihydroxyoctadeca-10(E),15(Z)-dienoic_acid"	Other	GCYounkin	328.225	N/A	N/A	qTof	Negative	LC-ESI	327.218	lib-00025.mgf	Bronze	3	0.346189	4.66319	0.00152588	null	TAKursar	327.218	N/A	0	6	C([H])(O[H])(C([H])=C([H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H])C([H])(O[H])C([H])([H])C([H])=C([H])/C([H])([H])C([H])([H])[H]	1	327.216	spectra/specs_ms.pklbin	CCMSLIB00001708195	39880.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1382	M-H	n/a	1	NCGC00385112-01!2-(3,4-dihydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,7-dihydroxychromen-4-one	isolated	lfnothias	756.211	InChI=1S/C33H40O20/c1-9-19(38)23(42)26(45)31(48-9)47-8-17-21(40)25(44)30(53-32-27(46)24(43)20(39)10(2)49-32)33(51-17)52-29-22(41)18-15(37)6-12(34)7-16(18)50-28(29)11-3-4-13(35)14(36)5-11/h3-7,9-10,17,19-21,23-27,30-40,42-46H,8H2,1-2H3/t9-,10-,17+,19-,20-,21+,23+,24+,25-,26+,27+,30+,31+,32-,33-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	755.204	lib-00017.mgf	Gold	1	0.344682	0.161639	0.00012207	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	755.204	n/a	0	7	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C5=CC(O)=C(O)C=C5)[C@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	1	755.204	spectra/specs_ms.pklbin	CCMSLIB00000845711	103114	UPDATE-SINGLE-ANNOTATED-GOLD	 
1384	M-H	35323-91-2	1	ReSpect:PT204560 (+)-Epicatechin|EpCt-pl|ent-Epicatechin|Epicatechol|(+)-3,3',4',5,7-Pentahydroxyflavan|(2S,3S)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol	Isolated	ReSpect	0.0	1/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m0/s1	N/A	qTof	Negative	LC-ESI	289.071	lib-00007.mgf	Bronze	3	0.782107	5.27856	0.00152588	RESPECT	Putative ReSpect Match	289.071	N/A	0	8	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	1	289.069	spectra/specs_ms.pklbin	CCMSLIB00000222137	8914.67	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1408	M-H	572-30-5	-1	Avicularin	Isolated	Denise Silva	434.085	InChI=1S/C20H18O11/c21-6-13-15(26)17(28)20(30-13)31-19-16(27)14-11(25)4-8(22)5-12(14)29-18(19)7-1-2-9(23)10(24)3-7/h1-5,13,15,17,20-26,28H,6H2	 	qTof	Negative	DI-ESI	433.08	lib-00010.mgf	Bronze	3	0.769914	12.6839	0.00549316	GNPS-LIBRARY	Norberto Lopes	433.08	 	0	8	OC1=C(C=C(C=C1)C2=C(C(C3=C(C=C(C=C3O2)O)O)=O)OC4OC(C(C4O)O)CO)O	1	433.074	spectra/specs_ms.pklbin	CCMSLIB00000077225	49043.2	UPDATE-SINGLE-ANNOTATED-BRONZE	 
141	M-H	N/A	-1	Di_Gallocatechin_Type_B_Coumarate	Other	GCYounkin	756.169	N/A	N/A	qTof	Negative	LC-ESI	755.162	lib-00027.mgf	Bronze	3	0.343091	1.13154	0.000854492	PRIVATE-USER	TAKursar	755.162	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)O)O	1	755.161	spectra/specs_ms.pklbin	CCMSLIB00001056870	1.61427e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1410	[M-H]-	N/A	1	MoNA:2899716 4',5,7-Trihydroxy-3'-methoxy-flavone	isolated	MoNA	0.0	InChI=1S/C16H12O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-7,17-19H,1H3	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	299.056	lib-00023.mgf	Bronze	3	0.767003	1.3266	0.000396729	MONA	MoNA	299.056	N/A	0	8	N/A	1	299.056	spectra/specs_ms.pklbin	CCMSLIB00000569380	48217.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1412	M-H	58-96-8	0	URIDINE	Commercial standard	Prasad	244.07	N/A	N/A	Q-Exactive Plus	Negative	LC-ESI	243.062	lib-00012.mgf	Gold	1	0.723466	4.08053	0.000991821	GNPS-EMBL-MCF	Alexandrov Theodore	243.062	6029	0	6	C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	1	243.061	spectra/specs_ms.pklbin	CCMSLIB00000578126	3247.68	UPDATE-SINGLE-ANNOTATED-GOLD	 
143	M-H	N/A	-1	(-)-epigallocatechin_3-O-caffeoate	Other	GCYounkin	468.106	N/A	N/A	qTof	Negative	LC-ESI	467.098	lib-00026.mgf	Bronze	3	0.720424	2.48271	0.00115967	PRIVATE-USER	TAKursar	467.098	N/A	0	6	C1([H])(Oc2c(c(O[H])c([H])c(O[H])c2[H])C([H])([H])C1([H])OC(=O)C([H])=C([H])c3c([H])c([H])c(O[H])c(O[H])c3[H])c4c([H])c(O[H])c(O[H])c(O[H])c4[H]	1	467.097	spectra/specs_ms.pklbin	CCMSLIB00002026552	837336	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1436	M-H	n/a	1	NCGC00180410-02!3-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5R,6S)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-methyloxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one	isolated	lfnothias	742.196	InChI=1S/C32H38O20/c1-10-19(38)23(42)27(52-31-28(44)32(45,8-33)9-47-31)30(48-10)46-7-17-20(39)22(41)24(43)29(50-17)51-26-21(40)18-15(37)5-12(34)6-16(18)49-25(26)11-2-3-13(35)14(36)4-11/h2-6,10,17,19-20,22-24,27-31,33-39,41-45H,7-9H2,1H3/t10-,17+,19-,20+,22-,23+,24+,27+,28-,29-,30+,31-,32+/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	741.189	lib-00017.mgf	Gold	1	0.907378	2.05869	0.00152588	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	741.189	n/a	0	10	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C5=CC(O)=C(O)C=C5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O[C@@H]6OC[C@](O)(CO)[C@H]6O)[C@H](O)[C@H]1O	1	741.188	spectra/specs_ms.pklbin	CCMSLIB00000845494	217161	UPDATE-SINGLE-ANNOTATED-GOLD	 
1444	M-H	n/a	1	NCGC00380680-01!5-hydroxy-3-[(2S,3R,4R,5S)-3-hydroxy-5-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-2-yl]oxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one	isolated	lfnothias	726.201	InChI=1S/C32H38O19/c1-10-19(37)22(40)24(42)30(45-10)46-13-6-14(36)18-15(7-13)47-27(11-2-4-12(35)5-3-11)29(21(18)39)51-32-26(44)28(17(9-34)49-32)50-31-25(43)23(41)20(38)16(8-33)48-31/h2-7,10,16-17,19-20,22-26,28,30-38,40-44H,8-9H2,1H3/t10-,16+,17-,19-,20+,22+,23-,24+,25+,26+,28-,30-,31-,32-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	725.194	lib-00017.mgf	Gold	1	0.562395	0.0841639	6.10352e-05	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	725.194	n/a	0	7	C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@@H](CO)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)=C(OC3=C2)C6=CC=C(O)C=C6)[C@H](O)[C@H](O)[C@H]1O	1	725.194	spectra/specs_ms.pklbin	CCMSLIB00000847046	260074	UPDATE-SINGLE-ANNOTATED-GOLD	 
1464	M-H	N/A	-1	Di_Catechin_Type_B_Deoxyhexose_Cinnamate	Other	GCYounkin	854.242	N/A	N/A	qTof	Negative	LC-ESI	853.235	lib-00027.mgf	Bronze	3	0.35455	1.21608	0.0010376	PRIVATE-USER	TAKursar	853.235	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)OC1OC(C(C(C1O)O)O)C)O)O	1	853.234	spectra/specs_ms.pklbin	CCMSLIB00001056753	2.83809e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1469	M-H	N/A	-1	Di_Catechin_Type_B_Deoxyhexose_Cinnamate	Other	GCYounkin	854.242	N/A	N/A	qTof	Negative	LC-ESI	853.235	lib-00027.mgf	Bronze	3	0.301842	22.9624	0.0195923	PRIVATE-USER	TAKursar	853.235	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)OC1OC(C(C(C1O)O)O)C)O)O	1	853.255	spectra/specs_ms.pklbin	CCMSLIB00001056753	345093	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1471	M-H	N/A	-1	Di_Catechin_Type_B_Deoxyhexose_Cinnamate	Other	GCYounkin	854.242	N/A	N/A	qTof	Negative	LC-ESI	853.235	lib-00027.mgf	Bronze	3	0.35455	0.715338	0.000610352	PRIVATE-USER	TAKursar	853.235	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)OC1OC(C(C(C1O)O)O)C)O)O	1	853.234	spectra/specs_ms.pklbin	CCMSLIB00001056753	2.83809e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1486	M-H	526-99-8	0	GALACTARATE	Commercial standard	Prasad	210.038	N/A	N/A	Q-Exactive Plus	Negative	LC-ESI	209.03	lib-00012.mgf	Gold	1	0.790836	2.40894	0.00050354	GNPS-EMBL-MCF	Alexandrov Theodore	209.03	3037582	0	6	C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O	1	209.029	spectra/specs_ms.pklbin	CCMSLIB00000578199	2538.1	UPDATE-SINGLE-ANNOTATED-GOLD	 
149	[M+H]	30113-37-2	1	ReSpect:PT208370 malvidin-3-galactoside chloride|Malv-3-Gal|Primulin|malvidin-3-o-beta-d-galactopyranoside|(2S,3R,4S,5R,6R)-2-[5,7-dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)chromenylium-3-yl]oxy-6-(hydroxymethyl)oxan	Isolated	ReSpect	0.0	1/C23H24O12/c1-31-14-3-9(4-15(32-2)18(14)27)22-16(7-11-12(26)5-10(25)6-13(11)33-22)34-23-21(30)20(29)19(28)17(8-24)35-23/h3-7,17,19-21,23-24,28-30H,8H2,1-2H3,(H2-,25,26,27)/p+1/t17-,19+,20+,21-,23-/m1/s1/fC23H25O12/h25-27H/q+1	N/A	LC-Q-TOF/MS	Positive	ESI	491.119	lib-00007.mgf	Bronze	3	0.806898	1.61561	0.000793457	RESPECT	Putative ReSpect Match	491.119	N/A	0	6	COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)CO)O)O)O	1	491.118	spectra/specs_ms.pklbin	CCMSLIB00000222354	300957	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1500	[M+H]	4261-42-1	1	ReSpect:PT204250 Homoorientin|Lutl-6-C-Glc|Isoorientin|luteolin-6-C-glucoside|luteolin- 6-C-beta-D-glucopyranoside|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]	Isolated	ReSpect	0.0	1/C21H20O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-5,14,17,19-24,26-30H,6H2/t14-,17-,19+,20-,21+/m1/s1	N/A	LC-Q-TOF/MS	Positive	ESI	447.093	lib-00007.mgf	Bronze	3	0.906296	3.5494	0.00158691	RESPECT	Putative ReSpect Match	447.093	N/A	0	10	C1=CC(=C(C=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)C4C(C(C(C(O4)CO)O)O)O)O)O)O	1	447.091	spectra/specs_ms.pklbin	CCMSLIB00000222098	562821	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1501	[M+H]	4261-42-1	1	ReSpect:PT204250 Homoorientin|Lutl-6-C-Glc|Isoorientin|luteolin-6-C-glucoside|luteolin- 6-C-beta-D-glucopyranoside|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]	Isolated	ReSpect	0.0	1/C21H20O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-5,14,17,19-24,26-30H,6H2/t14-,17-,19+,20-,21+/m1/s1	N/A	LC-Q-TOF/MS	Positive	ESI	447.093	lib-00007.mgf	Bronze	3	0.907479	3.5494	0.00158691	RESPECT	Putative ReSpect Match	447.093	N/A	0	10	C1=CC(=C(C=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)C4C(C(C(C(O4)CO)O)O)O)O)O)O	1	447.091	spectra/specs_ms.pklbin	CCMSLIB00000222098	573086	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1515	M-H	n/a	1	NCGC00384776-01![6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	600.112	InChI=1S/C28H24O15/c29-12-3-1-10(2-4-12)25-26(22(36)19-14(31)7-13(30)8-17(19)41-25)43-28-24(38)23(37)21(35)18(42-28)9-40-27(39)11-5-15(32)20(34)16(33)6-11/h1-8,18,21,23-24,28-35,37-38H,9H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	599.105	lib-00017.mgf	Gold	1	0.607993	2.64881	0.00158691	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	599.105	n/a	0	6	OC1C(COC(=O)C2=CC(O)=C(O)C(O)=C2)OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C5=CC=C(O)C=C5)C(O)C1O	1	599.103	spectra/specs_ms.pklbin	CCMSLIB00000845586	207117	UPDATE-SINGLE-ANNOTATED-GOLD	 
1518	M-H	N/A	-1	Gallocatechin_Catechin_Type_B_Gallate	Other	GCYounkin	746.148	N/A	N/A	qTof	Negative	LC-ESI	745.141	lib-00027.mgf	Bronze	3	0.358902	0.0819109	6.10352e-05	PRIVATE-USER	TAKursar	745.141	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O	1	745.141	spectra/specs_ms.pklbin	CCMSLIB00001056788	212029	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1522	M-H	N/A	-1	Afzelechin_Catechin_Type_B_Gallate	Other	GCYounkin	714.158	N/A	N/A	qTof	Negative	LC-ESI	713.151	lib-00027.mgf	Bronze	3	0.464486	1.54053	0.00109863	PRIVATE-USER	TAKursar	713.151	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1ccc(cc1)O)O	1	713.15	spectra/specs_ms.pklbin	CCMSLIB00001056363	147181	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1525	M-H	490-46-0	1	ReSpect:PT204570 (-)-Epicatechin|(-)-3,3',4',5,7-Pentahydroxyflavan|EpCt_mi|(2R,3R)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol	Isolated	ReSpect	0.0	1/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1	N/A	qTof	Negative	LC-ESI	289.071	lib-00007.mgf	Bronze	3	0.972597	2.85042	0.000823975	RESPECT	Putative ReSpect Match	289.071	N/A	0	11	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	1	289.07	spectra/specs_ms.pklbin	CCMSLIB00000222139	57736.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1528	[M+H]	7084-24-4	1	ReSpect:PT208360 cyanidin-3-glucoside chloride|Cynd-3-Glc|Kuromanin|Asterin|Chrysanthemin|Chrysontemin|Glucocyanidin|Cyanidin 3-beta-glucopyranoside|3,3',4',5,7-Pentahydroxyflavylium chloride, 3-glucoside|(2S,3R,4S,5S	Isolated	ReSpect	0.0	1/C21H20O11/c22-7-16-17(27)18(28)19(29)21(32-16)31-15-6-10-12(25)4-9(23)5-14(10)30-20(15)8-1-2-11(24)13(26)3-8/h1-6,16-19,21-22,27-29H,7H2,(H3-,23,24,25,26)/p+1/t16-,17-,18+,19-,21-/m1/s1/fC21H21O11/h23-26H/q+1	N/A	LC-Q-TOF/MS	Positive	ESI	447.093	lib-00007.mgf	Bronze	3	0.88545	1.97948	0.00088501	RESPECT	Putative ReSpect Match	447.093	N/A	0	6	C1=CC(=C(C=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O	1	447.092	spectra/specs_ms.pklbin	CCMSLIB00000222352	559340	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1533	M-H	N/A	-1	Catechin_Gallate_Gallate	Other	GCYounkin	594.101	N/A	N/A	qTof	Negative	LC-ESI	593.094	lib-00027.mgf	Bronze	3	0.523348	2.16111	0.00128174	PRIVATE-USER	TAKursar	593.094	N/A	0	6	c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O	1	593.092	spectra/specs_ms.pklbin	CCMSLIB00001057140	263042	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1540	M-H	N/A	-1	"4-O-(6""-O-p-coumaroyl-beta-D-glucopyranosyl)-p-coumaric_acid"	Other	GCYounkin	472.137	N/A	N/A	qTof	Negative	LC-ESI	471.13	lib-00025.mgf	Bronze	3	0.762294	1.81371	0.000854492	null	TAKursar	471.13	N/A	0	6	[C@]1([H])(Oc2c([H])c([H])c(C([H])=C([H])C(=O)O[H])c([H])c2[H])O[C@]([H])(C([H])([H])OC(=O)C([H])=C([H])c3c([H])c([H])c(O[H])c([H])c3[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H]	1	471.129	spectra/specs_ms.pklbin	CCMSLIB00001432133	106474	UPDATE-SINGLE-ANNOTATED-BRONZE	 
