cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd
586	1	449.145	1	449.145	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3362###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=586	1	1
587	1	191.055	1	191.055	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:993###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=587	1	1
588	1	265.147	1	265.147	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2018###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=588	1	0
589	1	351.07	1	351.07	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1085###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=589	1	1
590	1	575.119	1	575.119	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2268###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=590	1	1
591	1	575.118	1	575.118	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1871###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=591	1	1
592	1	863.181	1	863.181	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4765###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=592	1	1
593	1	593.15	1	593.15	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1803###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=593	1	1
594	1	411.322	1	411.322	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:5201###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=594	1	0
595	1	769.219	1	769.219	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1592###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=595	1	1
596	1	632.416	1	632.416	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2994###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=596	1	1
597	1	327.216	1	327.216	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:619###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=597	1	0
598	1	623.161	1	623.161	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1438###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=598	1	1
599	1	114.057	1	114.057	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4531###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=599	1	1
600	1	351.129	1	351.129	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4148###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=600	1	1
601	1	156.067	1	156.067	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3425###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=601	1	0
602	1	349.114	1	349.114	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4646###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=602	1	1
603	1	648.412	1	648.412	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3114###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=603	1	1
604	1	315.049	1	315.049	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4550###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=604	1	1
605	1	575.119	1	575.119	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3833###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=605	1	1
606	1	260.115	1	260.115	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4789###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=606	1	0
607	1	623.161	1	623.161	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2452###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=607	1	1
608	1	246.098	1	246.098	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4166###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=608	1	0
609	1	128.07	1	128.07	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:318###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=609	1	1
610	1	447.093	1	447.093	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1138###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=610	1	1
611	1	553.108	1	553.108	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:618###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=611	1	1
612	1	540.329	1	540.329	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2322###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=612	1	1
613	1	635.088	1	635.088	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:472###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=613	1	1
614	1	483.077	1	483.077	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1919###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=614	1	1
615	1	467.081	1	467.081	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4579###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=615	1	1
616	1	447.112	1	447.112	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2105###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=616	1	1
617	1	659.233	1	659.233	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1527###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=617	1	1
618	1	467.191	1	467.191	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:5022###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=618	1	1
619	1	483.186	1	483.186	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3927###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=619	1	1
620	1	325.183	1	325.183	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4804###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=620	1	0
621	1	507.113	1	507.113	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1788###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=621	1	1
622	1	587.138	1	587.138	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:5143###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=622	1	1
623	1	491.119	1	491.119	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4326###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=623	1	1
624	1	629.114	1	629.114	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:789###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=624	1	1
625	1	387.129	1	387.129	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:64###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=625	1	1
626	1	751.099	1	751.099	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:5163###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=626	1	1
627	1	683.095	1	683.095	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1692###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=627	1	1
628	1	491.116	1	491.116	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4964###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=628	1	1
629	1	311.168	1	311.168	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:629###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=629	1	0
630	1	635.087	1	635.087	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:497###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=630	1	1
631	1	325.183	1	325.183	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4453###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=631	1	0
632	1	311.168	1	311.168	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4936###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=632	1	0
633	1	629.112	1	629.112	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:475###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=633	1	1
634	1	629.115	1	629.115	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:44###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=634	1	1
635	1	311.168	1	311.168	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4955###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=635	1	0
636	1	955.181	1	955.181	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1943###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=636	1	1
637	1	635.088	1	635.088	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:784###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=637	1	1
638	1	315.072	1	315.072	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2363###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=638	1	1
639	1	769.122	1	769.122	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1463###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=639	1	1
640	1	787.098	1	787.098	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:382###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=640	1	1
641	1	163.04	1	163.04	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1530###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=641	1	1
642	1	583.108	1	583.108	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1988###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=642	1	1
643	1	263.141	1	263.141	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1711###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=643	1	0
644	1	593.15	1	593.15	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1127###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=644	1	1
645	1	755.161	1	755.161	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2602###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=645	1	1
646	1	325.236	1	325.236	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4919###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=646	1	0
647	1	311.222	1	311.222	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4918###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=647	1	0
648	1	325.236	1	325.236	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4920###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=648	1	0
649	1	233.129	1	233.129	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2378###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=649	1	0
650	1	311.222	1	311.222	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3947###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=650	1	0
651	1	297.206	1	297.206	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3948###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=651	1	0
652	1	287.055	1	287.055	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:438###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=652	1	1
653	1	409.208	1	409.208	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3787###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=653	1	0
654	1	772.158	1	772.158	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3092###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=654	1	0
655	1	225.113	1	225.113	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2432###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=655	1	0
656	1	297.152	1	297.152	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2741###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=656	1	0
657	1	543.281	1	543.281	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2480###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=657	1	0
658	1	297.152	1	297.152	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2958###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=658	1	0
659	1	739.165	1	739.165	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4582###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=659	1	1
660	1	463.222	1	463.222	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1682###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=660	1	1
661	1	769.137	1	769.137	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4715###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=661	1	1
662	1	833.158	1	833.158	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2990###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=662	1	1
663	1	295.227	1	295.227	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3714###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=663	1	0
664	1	194.081	1	194.081	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4041###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=664	1	0
665	1	1059.22	1	1059.22	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3585###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=665	1	1
666	1	289.937	1	289.937	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3652###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=666	1	0
667	1	1059.22	1	1059.22	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1984###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=667	1	1
668	1	311.168	1	311.168	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1801###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=668	1	0
669	1	233.129	1	233.129	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2205###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=669	1	0
670	1	755.161	1	755.161	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:365###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=670	1	1
671	1	299.222	1	299.222	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1176###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=671	1	0
672	1	299.222	1	299.222	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1055###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=672	1	0
673	1	266.151	1	266.151	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3176###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=673	1	1
674	1	243.051	1	243.051	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3083###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=674	1	1
675	1	313.237	1	313.237	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1421###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=675	1	0
676	1	771.156	1	771.156	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2830###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=676	1	1
677	1	313.237	1	313.237	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1004###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=677	1	0
678	1	1057.2	1	1057.2	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1642###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=678	1	1
679	1	1059.22	1	1059.22	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1003###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=679	1	1
680	1	279.159	1	279.159	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1989###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=680	1	0
681	1	739.166	1	739.166	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:930###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=681	1	1
682	1	119.049	1	119.049	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2332###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=682	1	1
683	1	753.147	1	753.147	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1964###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=683	1	1
