#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
2531	M-H	n/a	1	NCGC00385598-01!(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one	isolated	lfnothias	466.111	InChI=1S/C21H22O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-27,29-30H,6H2/t13-,15-,17+,18-,19-,20+,21+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	465.104	lib-00017.mgf	Gold	1	0.78929	21.784	0.0101318	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	465.104	n/a	0	9	OC[C@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]1O	1	465.094	specs_ms.pklbin	CCMSLIB00000846236	15575.6	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1975	M-H	N/A	-1	UNPD146615	Other	GCYounkin	472.137	N/A	N/A	qTof	Negative	LC-ESI	471.13	lib-00027.mgf	Bronze	3	0.773628	1.87848	0.00088501	PRIVATE-USER	TAKursar	471.13	N/A	0	8	OC1C(COC(=O)C=Cc2ccc(O)cc2)OC(Oc3ccc(C=CC(=O)O)cc3)C(O)C1O	1	471.129	specs_ms.pklbin	CCMSLIB00004464305	290858	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2303	M-H	N/A	-1	UNPD10867	Other	GCYounkin	472.137	N/A	N/A	qTof	Negative	LC-ESI	471.13	lib-00027.mgf	Bronze	3	0.773158	1.94326	0.000915527	PRIVATE-USER	TAKursar	471.13	N/A	0	6	OCC1OC(OC(=O)C=Cc2ccc(O)cc2)C(O)C(O)C1OC(=O)C=Cc3ccc(O)cc3	1	471.129	specs_ms.pklbin	CCMSLIB00004525224	106474	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2907	M-H	N/A	-1	UNPD173326	Other	GCYounkin	484.085	N/A	N/A	qTof	Negative	LC-ESI	483.078	lib-00027.mgf	Bronze	3	0.769966	2.40058	0.00115967	PRIVATE-USER	TAKursar	483.078	N/A	0	9	OC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1OC(=O)c3cc(O)c(O)c(O)c3	1	483.077	specs_ms.pklbin	CCMSLIB00004496184	197581	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2274	[M-H]-	N/A	1	MoNA:2899716 4',5,7-Trihydroxy-3'-methoxy-flavone	isolated	MoNA	0.0	InChI=1S/C16H12O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-7,17-19H,1H3	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	299.056	lib-00023.mgf	Bronze	3	0.767003	1.5307	0.000457764	MONA	MoNA	299.056	N/A	0	8	N/A	1	299.056	specs_ms.pklbin	CCMSLIB00000569380	48217.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2052	[M-H]-	N/A	1	MoNA:2869278 Floretin	isolated	MoNA	0.0	InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	273.077	lib-00023.mgf	Bronze	3	0.7664	5.14071	0.00140381	MONA	MoNA	273.077	N/A	0	6	N/A	1	273.076	specs_ms.pklbin	CCMSLIB00000569347	10482.6	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1847	M-H	39156495	1	Spectral Match to Benzenesulfonic acid, 4-undecyl- from NIST14	Isolated	Data deposited by mjmeehan	0.0	N/A	N/A	QqQ	Negative	ESI	311.158	lib-00024.mgf	Bronze	3	0.763319	37.6617	0.0117188	GNPS-NIST14-MATCHES	Data from Kimberly Prather	311.158	N/A	0	7	N/A	1	311.17	specs_ms.pklbin	CCMSLIB00003134935	765598	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1965	M+Cl	n/a	1	NCGC00169402-02!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one	isolated	lfnothias	448.101	InChI=1S/C21H20O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-5,14,17,19-24,26-30H,6H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	483.07	lib-00017.mgf	Gold	1	0.762057	15.9199	0.00769043	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	483.07	n/a	0	7	OCC1OC(C(O)C(O)C1O)C2=C(O)C3=C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)C=C2O	1	483.078	specs_ms.pklbin	CCMSLIB00000845354	512580	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1800	[M-H]-	N/A	1	MoNA:2871079 (+/-)-Catechin	isolated	MoNA	0.0	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	289.072	lib-00023.mgf	Bronze	3	0.759041	2.85041	0.000823975	MONA	MoNA	289.072	N/A	0	10	N/A	1	289.071	specs_ms.pklbin	CCMSLIB00000569339	16258	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2965	[M-H]-	N/A	1	MoNA:2887213 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychroman-4-one	isolated	MoNA	0.0	InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14-19,21H	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	303.051	lib-00023.mgf	Bronze	3	0.758956	3.82664	0.00115967	MONA	MoNA	303.051	N/A	0	8	N/A	1	303.05	specs_ms.pklbin	CCMSLIB00000566179	6943.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1195	M-H	n/a	1	NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one	isolated	lfnothias	564.148	InChI=1S/C26H28O14/c27-6-13-18(32)21(35)23(37)26(40-13)16-20(34)15(25-22(36)17(31)11(30)7-38-25)19(33)14-10(29)5-12(39-24(14)16)8-1-3-9(28)4-2-8/h1-5,11,13,17-18,21-23,25-28,30-37H,6-7H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	563.141	lib-00017.mgf	Gold	1	0.757306	1.40898	0.000793457	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	563.141	n/a	0	10	OCC1OC(C(O)C(O)C1O)C2=C3OC(=CC(=O)C3=C(O)C(C4OCC(O)C(O)C4O)=C2O)C5=CC=C(O)C=C5	1	563.14	specs_ms.pklbin	CCMSLIB00000846991	587100	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1377	M-H	n/a	1	NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one	isolated	lfnothias	564.148	InChI=1S/C26H28O14/c27-6-13-18(32)21(35)23(37)26(40-13)16-20(34)15(25-22(36)17(31)11(30)7-38-25)19(33)14-10(29)5-12(39-24(14)16)8-1-3-9(28)4-2-8/h1-5,11,13,17-18,21-23,25-28,30-37H,6-7H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	563.141	lib-00017.mgf	Gold	1	0.756087	1.62575	0.000915527	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	563.141	n/a	0	10	OCC1OC(C(O)C(O)C1O)C2=C3OC(=CC(=O)C3=C(O)C(C4OCC(O)C(O)C4O)=C2O)C5=CC=C(O)C=C5	1	563.14	specs_ms.pklbin	CCMSLIB00000846991	550986	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
608	M-H	39156495	1	Spectral Match to Benzenesulfonic acid, 4-undecyl- from NIST14	Isolated	Data deposited by mjmeehan	0.0	N/A	N/A	QqQ	Negative	ESI	311.158	lib-00024.mgf	Bronze	3	0.752749	30.9925	0.00964355	GNPS-NIST14-MATCHES	Data from Kimberly Prather	311.158	N/A	0	6	N/A	1	311.168	specs_ms.pklbin	CCMSLIB00003134935	412685	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1089	M-H	n/a	1	NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one	isolated	lfnothias	564.148	InChI=1S/C26H28O14/c27-6-13-18(32)21(35)23(37)26(40-13)16-20(34)15(25-22(36)17(31)11(30)7-38-25)19(33)14-10(29)5-12(39-24(14)16)8-1-3-9(28)4-2-8/h1-5,11,13,17-18,21-23,25-28,30-37H,6-7H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	563.141	lib-00017.mgf	Gold	1	0.751739	0.758684	0.000427246	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	563.141	n/a	0	9	OCC1OC(C(O)C(O)C1O)C2=C3OC(=CC(=O)C3=C(O)C(C4OCC(O)C(O)C4O)=C2O)C5=CC=C(O)C=C5	1	563.141	specs_ms.pklbin	CCMSLIB00000846991	625411	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2909	M-H	N/A	-1	UNPD65324	Other	GCYounkin	454.111	N/A	N/A	qTof	Negative	LC-ESI	453.104	lib-00027.mgf	Bronze	3	0.749219	2.28998	0.0010376	PRIVATE-USER	TAKursar	453.104	N/A	0	7	COc1cc(OC2OC(COC(=O)c3cc(O)c(O)c(O)c3)C(O)C(O)C2O)ccc1O	1	453.103	specs_ms.pklbin	CCMSLIB00004608076	713223	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1469	M-H	n/a	1	NCGC00347780-02_C38H61NO9_3-[(2-Acetamido-2-deoxyhexopyranosyl)oxy]-16-hydroxyolean-12-en-28-oic acid	isolated	lfnothias	675.435	InChI=1S/C38H61NO9/c1-20(41)39-28-30(44)29(43)23(19-40)47-31(28)48-27-12-13-35(6)24(34(27,4)5)11-14-36(7)25(35)10-9-21-22-17-33(2,3)15-16-38(22,32(45)46)26(42)18-37(21,36)8/h9,22-31,40,42-44H,10-19H2,1-8H3,(H,39,41)(H,45,46)	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	674.427	lib-00017.mgf	Gold	1	0.747007	0.995492	0.000671387	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	674.427	n/a	0	7	CC(=O)NC1C(O)C(O)C(CO)OC1OC2CCC3(C)C(CCC4(C)C3C\C=C5\C6CC(C)(C)CCC6(C(O)CC45C)C(O)=O)C2(C)C	1	674.428	specs_ms.pklbin	CCMSLIB00000849944	16071.4	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2347	[M+H]	20315-25-7	1	ReSpect:PT204590 Procyanidin B1|(-)-Epicatechin-(4-beta-8)-(+)-catechin|cis,trans''-4,8''-Bi-(3,3',4',5,7-pentahydroxyflavane)|(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychro	Isolated	ReSpect	0.0	1/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26+,27+,28+,29+/m0/s1	N/A	LC-Q-TOF/MS	Positive	ESI	577.135	lib-00007.mgf	Bronze	3	0.744737	2.11511	0.0012207	RESPECT	Putative ReSpect Match	577.135	N/A	0	10	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	1	577.134	specs_ms.pklbin	CCMSLIB00000222143	513532	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2621	M-H	n/a	1	NCGC00385129-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]chromen-4-one	isolated	lfnothias	578.164	InChI=1S/C27H30O14/c1-8-17(31)21(35)23(37)27(39-8)16-20(34)15(26-24(38)22(36)18(32)13(7-28)41-26)19(33)14-11(30)6-12(40-25(14)16)9-2-4-10(29)5-3-9/h2-6,8,13,17-18,21-24,26-29,31-38H,7H2,1H3/t8-,13+,17-,18+,21+,22-,23+,24+,26-,27-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	577.157	lib-00017.mgf	Gold	1	0.743412	3.27829	0.00189209	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	577.157	n/a	0	13	C[C@@H]1O[C@H]([C@H](O)[C@H](O)[C@H]1O)C2=C3OC(=CC(=O)C3=C(O)C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C2O)C5=CC=C(O)C=C5	1	577.155	specs_ms.pklbin	CCMSLIB00000847291	688521	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1323	M-H	N/A	-1	UNPD36789	Other	GCYounkin	484.085	N/A	N/A	qTof	Negative	LC-ESI	483.078	lib-00027.mgf	Bronze	3	0.742765	2.08472	0.00100708	PRIVATE-USER	TAKursar	483.078	N/A	0	7	OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c3cc(O)c(O)c(O)c3)C(O)C1O	1	483.077	specs_ms.pklbin	CCMSLIB00004573833	670588	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2166	M-H	n/a	1	NCGC00380510-01![6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyl)oxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	752.122	InChI=1S/C35H28O19/c36-15-3-1-12(2-4-15)30-31(28(46)24-17(38)9-16(37)10-22(24)51-30)54-35-32(53-34(49)14-7-20(41)26(44)21(42)8-14)29(47)27(45)23(52-35)11-50-33(48)13-5-18(39)25(43)19(40)6-13/h1-10,23,27,29,32,35-45,47H,11H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	751.115	lib-00017.mgf	Gold	1	0.741692	2.27526	0.00170898	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	751.115	n/a	0	11	OC1C(COC(=O)C2=CC(O)=C(O)C(O)=C2)OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C5=CC=C(O)C=C5)C(OC(=O)C6=CC(O)=C(O)C(O)=C6)C1O	1	751.117	specs_ms.pklbin	CCMSLIB00000846700	1.28313e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2238	M-H	N/A	-1	UNPD114565	Other	GCYounkin	478.111	N/A	N/A	qTof	Negative	LC-ESI	477.104	lib-00027.mgf	Bronze	3	0.737606	0.767571	0.000366211	PRIVATE-USER	TAKursar	477.104	N/A	0	6	OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)C=Cc3ccc(O)cc3)C(O)C1O	1	477.103	specs_ms.pklbin	CCMSLIB00004589318	41692.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
37	M-H	N/A	-1	UNPD37988	Other	GCYounkin	326.1	N/A	N/A	qTof	Negative	LC-ESI	325.093	lib-00027.mgf	Bronze	3	0.733724	5.72628	0.00186157	PRIVATE-USER	TAKursar	325.093	N/A	0	6	OC1OC(COC(=O)C=Cc2ccc(O)cc2)C(O)C(O)C1O	1	325.091	specs_ms.pklbin	CCMSLIB00004575284	828868	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1387	M-H	n/a	1	NCGC00385129-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]chromen-4-one	isolated	lfnothias	578.164	InChI=1S/C27H30O14/c1-8-17(31)21(35)23(37)27(39-8)16-20(34)15(26-24(38)22(36)18(32)13(7-28)41-26)19(33)14-11(30)6-12(40-25(14)16)9-2-4-10(29)5-3-9/h2-6,8,13,17-18,21-24,26-29,31-38H,7H2,1H3/t8-,13+,17-,18+,21+,22-,23+,24+,26-,27-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	577.157	lib-00017.mgf	Gold	1	0.733512	2.00928	0.00115967	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	577.157	n/a	0	12	C[C@@H]1O[C@H]([C@H](O)[C@H](O)[C@H]1O)C2=C3OC(=CC(=O)C3=C(O)C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C2O)C5=CC=C(O)C=C5	1	577.156	specs_ms.pklbin	CCMSLIB00000847291	532065	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2126	M-H	27176870	1	Spectral Match to Dodecylbenzenesulfonic acid from NIST14	Isolated	Data deposited by mjmeehan	0.0	N/A	N/A	QqQ	Negative	ESI	325.173	lib-00024.mgf	Bronze	3	0.732183	33.7861	0.0109863	GNPS-NIST14-MATCHES	Data from Kimberly Prather	325.173	N/A	0	6	N/A	1	325.184	specs_ms.pklbin	CCMSLIB00003134947	246123	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1499	M-H	n/a	1	NCGC00380690-01_C22H22O11_beta-D-Glucopyranose, 6-O-[(2E)-1-oxo-3-phenyl-2-propen-1-yl]-, 1-(3,4,5-trihydroxybenzoate)	isolated	lfnothias	462.116	InChI=1S/C22H22O11/c23-13-8-12(9-14(24)17(13)26)21(30)33-22-20(29)19(28)18(27)15(32-22)10-31-16(25)7-6-11-4-2-1-3-5-11/h1-9,15,18-20,22-24,26-29H,10H2/b7-6+/t15-,18-,19+,20-,22+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	461.109	lib-00017.mgf	Gold	1	0.729074	2.51495	0.00115967	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	461.109	n/a	0	8	O[C@H]1[C@H](O)[C@@H](COC(=O)/C=C/C2=CC=CC=C2)O[C@@H](OC(=O)C3=CC(=C(O)C(=C3)O)O)[C@@H]1O	1	461.108	specs_ms.pklbin	CCMSLIB00000850415	3.70198e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2564	M-H	27176870	1	Spectral Match to Dodecylbenzenesulfonic acid from NIST14	Isolated	Data deposited by mjmeehan	0.0	N/A	N/A	QqQ	Negative	ESI	325.173	lib-00024.mgf	Bronze	3	0.724386	29.8444	0.00970459	GNPS-NIST14-MATCHES	Data from Kimberly Prather	325.173	N/A	0	6	N/A	1	325.183	specs_ms.pklbin	CCMSLIB00003134947	41083	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2978	M-H	n/a	1	NCGC00380690-01_C22H22O11_beta-D-Glucopyranose, 6-O-[(2E)-1-oxo-3-phenyl-2-propen-1-yl]-, 1-(3,4,5-trihydroxybenzoate)	isolated	lfnothias	462.116	InChI=1S/C22H22O11/c23-13-8-12(9-14(24)17(13)26)21(30)33-22-20(29)19(28)18(27)15(32-22)10-31-16(25)7-6-11-4-2-1-3-5-11/h1-9,15,18-20,22-24,26-29H,10H2/b7-6+/t15-,18-,19+,20-,22+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	461.109	lib-00017.mgf	Gold	1	0.723392	2.05167	0.000946045	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	461.109	n/a	0	8	O[C@H]1[C@H](O)[C@@H](COC(=O)/C=C/C2=CC=CC=C2)O[C@@H](OC(=O)C3=CC(=C(O)C(=C3)O)O)[C@@H]1O	1	461.108	specs_ms.pklbin	CCMSLIB00000850415	7.07499e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
3117	M-H	N/A	-1	UNPD183703	Other	GCYounkin	458.085	N/A	N/A	qTof	Negative	LC-ESI	457.078	lib-00027.mgf	Bronze	3	0.721507	5.94224	0.00271606	PRIVATE-USER	TAKursar	457.078	N/A	0	6	Oc1cc(O)c2CC(OC(=O)c3cc(O)c(O)c(O)c3)C(Oc2c1)c4cc(O)c(O)c(O)c4	1	457.075	specs_ms.pklbin	CCMSLIB00004508518	32918.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3170	M-H	N/A	-1	UNPD155101	Other	GCYounkin	442.09	N/A	N/A	qTof	Negative	LC-ESI	441.083	lib-00027.mgf	Bronze	3	0.720493	2.90589	0.00128174	PRIVATE-USER	TAKursar	441.083	N/A	0	7	Oc1cc(O)c2CC(OC(=O)c3cc(O)c(O)c(O)c3)C(Oc2c1)c4ccc(O)c(O)c4	1	441.081	specs_ms.pklbin	CCMSLIB00004474458	2.44105e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
708	M-H	n/a	1	NCGC00380553-01![3,4,5-trihydroxy-6-(3,4,5-trihydroxybenzoyl)oxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	484.085	InChI=1S/C20H20O14/c21-8-1-6(2-9(22)13(8)25)18(30)32-5-12-15(27)16(28)17(29)20(33-12)34-19(31)7-3-10(23)14(26)11(24)4-7/h1-4,12,15-17,20-29H,5H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	483.078	lib-00017.mgf	Gold	1	0.718467	1.8952	0.000915527	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	483.078	n/a	0	7	OC1C(O)C(COC(=O)C2=CC(O)=C(O)C(O)=C2)OC(OC(=O)C3=CC(O)=C(O)C(O)=C3)C1O	1	483.077	specs_ms.pklbin	CCMSLIB00000845139	1.51385e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2783	M-H	N/A	-1	UNPD177291	Other	GCYounkin	478.111	N/A	N/A	qTof	Negative	LC-ESI	477.104	lib-00027.mgf	Bronze	3	0.715937	2.43064	0.00115967	PRIVATE-USER	TAKursar	477.104	N/A	0	6	OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(Oc3ccc(C=C/C(=O)O)cc3)C1O	1	477.103	specs_ms.pklbin	CCMSLIB00004500928	3.27364e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1694	M-H	N/A	-1	UNPD200820	Other	GCYounkin	452.132	N/A	N/A	qTof	Negative	LC-ESI	451.125	lib-00027.mgf	Bronze	3	0.715021	2.57062	0.00115967	PRIVATE-USER	TAKursar	451.125	N/A	0	6	O[C@H]1[C@H](O)[C@@H](COC(=O)c2cc(O)c(O)c(O)c2)O[C@@H](OCCc3ccc(O)cc3)[C@H]1O	1	451.123	specs_ms.pklbin	CCMSLIB00004526816	69256.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2754	M-H	n/a	1	NCGC00179867-02![(2R,3R,4S,5R,6S)-3,5-dihydroxy-4,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	636.096	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)34)24(39)42-7-17-21(37)23(44-25(40)9-3-13(30)19(35)14(31)4-9)22(38)27(43-17)45-26(41)10-5-15(32)20(36)16(33)6-10/h1-6,17,21-23,27-38H,7H2/t17-,21-,22-,23+,27+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	635.089	lib-00017.mgf	Gold	1	0.711312	3.9403	0.00250244	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	635.089	n/a	0	9	O[C@@H]1[C@@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@H]1OC(=O)C4=CC(O)=C(O)C(O)=C4	1	635.086	specs_ms.pklbin	CCMSLIB00000845184	4.19151e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
707	M-H	n/a	1	NCGC00380510-01![6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyl)oxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	752.122	InChI=1S/C35H28O19/c36-15-3-1-12(2-4-15)30-31(28(46)24-17(38)9-16(37)10-22(24)51-30)54-35-32(53-34(49)14-7-20(41)26(44)21(42)8-14)29(47)27(45)23(52-35)11-50-33(48)13-5-18(39)25(43)19(40)6-13/h1-10,23,27,29,32,35-45,47H,11H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	751.115	lib-00017.mgf	Gold	1	0.710495	1.46267	0.00109863	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	751.115	n/a	0	12	OC1C(COC(=O)C2=CC(O)=C(O)C(O)=C2)OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C5=CC=C(O)C=C5)C(OC(=O)C6=CC(O)=C(O)C(O)=C6)C1O	1	751.114	specs_ms.pklbin	CCMSLIB00000846700	85016	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
