cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd
225	1	1290.65	1	1290.65	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1568###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=225	1	1
226	1	1709.82	1	1709.82	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:157###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=226	1	1
227	1	884.901	1	884.901	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1571###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=227	1	1
228	1	910.857	1	910.857	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1576###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=228	1	1
229	1	836.479	1	836.479	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1577###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=229	1	1
230	1	1863.84	1	1863.84	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:158###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=230	1	1
231	1	944.907	1	944.907	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1580###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=231	1	1
232	1	1948.84	1	1948.84	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1581###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=232	1	0
233	1	1121.51	1	1121.51	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1582###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=233	1	1
234	1	1142.52	1	1142.52	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1583###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=234	1	0
235	1	1648.8	1	1648.8	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1585###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=235	1	0
236	1	957.505	1	957.505	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:159###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=236	1	0
237	1	1590.77	1	1590.77	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1592###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=237	1	0
238	1	1582.74	1	1582.74	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1596###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=238	1	0
239	1	1097.47	1	1097.47	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1599###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=239	1	1
240	1	1767.81	1	1767.81	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:16###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=240	1	1
241	1	1606.76	1	1606.76	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:160###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=241	1	0
242	1	931.413	1	931.413	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1600###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=242	1	1
243	1	1012.55	1	1012.55	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1602###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=243	1	1
244	1	825.464	1	825.464	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1603###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=244	1	0
245	1	753.48	1	753.48	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1609###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=245	1	0
246	1	944.92	1	944.92	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:161###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=246	1	1
247	1	1745.85	1	1745.85	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1612###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=247	1	1
248	1	1122	1	1122	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1614###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=248	1	0
249	1	1210.56	1	1210.56	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1615###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=249	1	0
250	1	1480.69	1	1480.69	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1616###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=250	1	0
251	1	1030.54	1	1030.54	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1618###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=251	1	1
252	1	909.401	1	909.401	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1620###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=252	1	1
253	1	1394.71	1	1394.71	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1621###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=253	1	1
254	1	1794.79	1	1794.79	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1623###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=254	1	0
255	1	881.219	1	881.219	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1628###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=255	1	1
256	1	1714.82	1	1714.82	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:163###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=256	1	0
257	1	1306.61	1	1306.61	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1630###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=257	1	0
258	1	1616.72	1	1616.72	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1631###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=258	1	0
259	1	1231.56	1	1231.56	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1636###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=259	1	1
260	1	1094.47	1	1094.47	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1637###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=260	1	0
261	1	1674.83	1	1674.83	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:164###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=261	1	0
262	1	1076.99	1	1076.99	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1643###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=262	1	1
263	1	1125.51	1	1125.51	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1645###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=263	1	1
264	1	1076.49	1	1076.49	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:165###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=264	1	0
265	1	870.234	1	870.234	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1650###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=265	1	0
266	1	1802.82	1	1802.82	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1652###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=266	1	0
267	1	1028.47	1	1028.47	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1653###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=267	1	0
268	1	898.405	1	898.405	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1658###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=268	1	0
269	1	1829.83	1	1829.83	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:166###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=269	1	1
270	1	1857.88	1	1857.88	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1662###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=270	1	1
271	1	1588.79	1	1588.79	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1663###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=271	1	0
272	1	1098.5	1	1098.5	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1665###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=272	1	0
273	1	1070.49	1	1070.49	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1667###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=273	1	0
274	1	1757.8	1	1757.8	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1668###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=274	1	1
275	1	1739.86	1	1739.86	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1669###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=275	1	1
276	1	924.401	1	924.401	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1672###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=276	1	0
277	1	1345.14	1	1345.14	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1673###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=277	1	1
278	1	1589.77	1	1589.77	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1675###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=278	1	1
279	1	1043.46	1	1043.46	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1676###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=279	1	1
280	1	1206.55	1	1206.55	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1677###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=280	1	0
281	1	1632.81	1	1632.81	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1678###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=281	1	0
282	1	1963.87	1	1963.87	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1681###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=282	1	1
283	1	1417.67	1	1417.67	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1685###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=283	1	1
284	1	1152.53	1	1152.53	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1687###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=284	1	0
285	1	985.471	1	985.471	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:169###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=285	1	1
286	1	1012.75	1	1012.75	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1696###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=286	1	1
287	1	1668.84	1	1668.84	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1699###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=287	1	1
288	1	779.46	1	779.46	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:17###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=288	1	0
289	1	1269.61	1	1269.61	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:170###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=289	1	1
290	1	751.464	1	751.464	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1703###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=290	1	0
291	1	1524.72	1	1524.72	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1704###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=291	1	0
292	1	1760.79	1	1760.79	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1705###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=292	1	0
293	1	1253.6	1	1253.6	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:171###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=293	1	1
294	1	1432.71	1	1432.71	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1713###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=294	1	0
295	1	1308.62	1	1308.62	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1714###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=295	1	0
296	1	996.516	1	996.516	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1717###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=296	1	1
297	1	1644.74	1	1644.74	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1722###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=297	1	0
298	1	1617.79	1	1617.79	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1723###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=298	1	1
299	1	1744.82	1	1744.82	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1728###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=299	1	0
300	1	1091.5	1	1091.5	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1729###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=300	1	1
301	1	952.917	1	952.917	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:173###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=301	1	1
302	1	1572.76	1	1572.76	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1730###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=302	1	0
303	1	1588.75	1	1588.75	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1731###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=303	1	0
304	1	1093.78	1	1093.78	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1732###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=304	1	0
305	1	1614.8	1	1614.8	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1733###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=305	1	0
306	1	1096.51	1	1096.51	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1737###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=306	1	0
307	1	1030.54	1	1030.54	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1738###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=307	1	1
308	1	1152.63	1	1152.63	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1741###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=308	1	1
309	1	1577.78	1	1577.78	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1743###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=309	1	1
310	1	971.501	1	971.501	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1748###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=310	1	0
311	1	987.515	1	987.515	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1753###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=311	1	0
312	1	1750.77	1	1750.77	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1754###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=312	1	0
313	1	909.403	1	909.403	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1759###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=313	1	1
314	1	949.95	1	949.95	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1760###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=314	1	0
315	1	1530.74	1	1530.74	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1763###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=315	1	0
316	1	1923.83	1	1923.83	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1765###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=316	1	1
317	1	1130.59	1	1130.59	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1768###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=317	1	1
318	1	1075.46	1	1075.46	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1771###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=318	1	1
319	1	924.405	1	924.405	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1774###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=319	1	0
320	1	1097	1	1097	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1775###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=320	1	1
321	1	1991.86	1	1991.86	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1779###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=321	1	1
322	1	1120.51	1	1120.51	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1780###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=322	1	0
323	1	1758.87	1	1758.87	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1785###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=323	1	0
324	1	1787.86	1	1787.86	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1790###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=324	1	1
325	1	1025.44	1	1025.44	0	1	0	0	0	0	0	sap_spectra_2017_11_16.mgf:1791###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=be1dfe6010a341f7936f7c4a490cfc1f&view=cluster_details&protein=325	1	1
